area_m2,precio,banios,alcobas,latitud,longitud,nombre_cliente
146.0,262800000.0,1,2,4.5779429376154122,-74.138880702676275,Andres Velez Villa
146.0,262800000.0,1,3,4.5886886348065472,-74.128935262678809,Nicolás Rodriguez Jaramillo
146.0,262800000.0,1,2,4.5711552855949531,-74.14085102338187,Sebastian Uribe Cifuentes
86.0,172000000.0,1,3,3.4368172754106654,-76.5728320564772,Daniel Rodriguez Guerrero
86.0,172000000.0,1,3,3.4367839756687659,-76.565156465596857,Carolina Jimenez Herrera
86.0,172000000.0,1,4,6.305527845826937,-75.6485781086434,Valentina Martinez Montoya
86.0,172000000.0,1,1,6.3320066224314724,-75.622974043388965,Juan Arrieta Herrera
86.0,172000000.0,1,2,4.5571633259892144,-74.134644588936112,Mateo Fernandez Munoz
86.0,172000000.0,1,1,4.5683319608499326,-74.1162999299361,Nicole Cardenas Restrepo
86.0,172000000.0,1,2,3.4243155755859029,-76.585905784038061,Andres Velez Cano
86.0,172000000.0,1,2,3.431614105988023,-76.566584910586286,Ana Perez Osorio
86.0,172000000.0,1,1,4.5952139415357305,-74.130159520417081,Santiago Gomez Alvarez
86.0,172000000.0,1,2,6.3358727106837032,-75.610144791236849,David Restrepo Jaramillo
86.0,344000000.0,1,2,6.2164786820072129,-75.587817855465474,Sebastian Restrepo Restrepo
172.0,344000000.0,1,4,3.4457765043100972,-76.5731307772805,Maria Martinez Montoya
172.0,344000000.0,1,4,4.7118591157652885,-74.1351275955249,Maria Gomez Munoz
172.0,344000000.0,1,3,4.5869661008579765,-74.077136484172726,Juan Martinez Osorio
172.0,344000000.0,1,3,4.5946358739333553,-74.1107088356168,Camila Quintero Mendoza
172.0,344000000.0,1,3,4.7068869563868994,-74.1113900203832,Marcela Velez Restrepo
86.0,344000000.0,1,3,6.2023944638023254,-75.559943172582351,Carlos Rodriguez Gonzalez
172.0,344000000.0,1,1,6.3548364000287014,-75.6403989904775,Diego Uribe Ramirez
172.0,344000000.0,1,2,4.5610699091104614,-74.138533861952624,Andres Jimenez Gonzalez
172.0,344000000.0,1,1,4.7234203538462065,-74.145490435920621,Camila Martinez Jaramillo
172.0,344000000.0,1,4,4.716068236322827,-74.142765049605842,Santiago Ortiz Jaramillo
172.0,344000000.0,1,2,3.4471831213427819,-76.575745381003259,Lucas Cardenas Martinez
172.0,344000000.0,1,1,6.319107841066927,-75.605360517197127,Nicolás Valencia Montoya
172.0,344000000.0,1,1,6.3418978947607183,-75.58513410342556,Sofia Restrepo Ramirez
172.0,344000000.0,1,1,4.5435240276378641,-74.089279423907854,Mateo Martinez Lopez
86.0,344000000.0,1,3,6.201774383707,-75.596815029512115,Nicolás Martinez Mendoza
172.0,344000000.0,1,4,6.3594016828138384,-75.593205633882988,Carlos Jimenez Garcia
86.0,344000000.0,1,3,6.1927332045223356,-75.5639388277687,Sebastian Arrieta Salazar
172.0,344000000.0,1,1,4.5522536802921172,-74.076166162959154,Sofia Cardenas Gonzalez
172.0,688000000.0,1,1,6.1812993735969322,-75.57681411653148,Carolina Arboleda Herrera
172.0,688000000.0,1,3,6.213344655044895,-75.561410636457623,Andres Prieto Guerrero
153.0,183600000.0,1,1,4.6800623201901219,-74.1323842427223,Sebastian Velez Quintero
102.0,183600000.0,1,1,3.446938642912166,-76.554187638246987,Sara Fernandez Restrepo
102.0,183600000.0,1,3,3.4495299665857666,-76.563854929387858,Isabella Restrepo Guerrero
102.0,183600000.0,1,3,4.5744316392658124,-74.1371472813733,Valentina Prieto Munoz
102.0,183600000.0,1,4,3.4539600846101552,-76.5530155422207,Sebastian Torres Cifuentes
102.0,183600000.0,1,3,4.5856577945306531,-74.138441598829388,Mateo Patino Villa
102.0,183600000.0,1,2,3.4585327480126944,-76.564164787374381,Santiago Quintero Lopez
153.0,183600000.0,1,4,4.6406044907239146,-74.192099895731644,Daniel Patino Montoya
108.0,183600000.0,1,3,4.811266839979548,-74.091344321033134,Sofia Patino Jaramillo
102.0,183600000.0,1,2,3.4246681063996536,-76.562759935612846,Diego Velez Cano
102.0,183600000.0,1,4,3.4411860566784083,-76.577849785146825,Sebastian Gomez Jaramillo
108.0,183600000.0,1,3,4.7908001711589039,-74.099289911883375,Isabella Rodriguez Herrera
102.0,183600000.0,1,1,3.4335920459987195,-76.551397772847139,David Uribe Villa
102.0,183600000.0,1,2,3.4498879646895912,-76.56146425509418,Carlos Diaz Mendoza
122.0,195200000.0,1,4,3.441344912185067,-76.498586248397928,Carlos Fernandez Gonzalez
122.0,195200000.0,1,4,3.4438874763134333,-76.50325017354109,Laura Martinez Jaramillo
122.0,195200000.0,1,1,3.4356557053995624,-76.513907403227037,Diego Castillo Martinez
122.0,195200000.0,1,3,3.4388312777528487,-76.500679388580977,Carolina Martinez Cifuentes
122.0,195200000.0,1,1,3.4411465011438276,-76.515561265199153,Isabella Moreno Herrera
122.0,195200000.0,1,1,3.4356473041182847,-76.506328806819482,Samuel Jimenez Ramirez
94.0,103400000.0,1,1,4.6409502728627121,-74.215986457688288,Maria Alvarez Munoz
94.0,103400000.0,1,2,4.6405496049896842,-74.207191012583053,Ana Arboleda Restrepo
94.0,103400000.0,1,1,4.6205659675538371,-74.206541949204635,David Hernandez Garcia
94.0,103400000.0,1,2,4.6368879766912308,-74.216451292020778,Sofia Valencia Herrera
94.0,206800000.0,1,1,4.7122037472843648,-74.1430590790386,Nicolás Castillo Henao
188.0,206800000.0,1,1,4.6411436846636862,-74.222921814515118,Andres Quintero Lopez
94.0,206800000.0,1,1,4.6756644581890843,-74.1309537074302,Camila Hernandez Restrepo
188.0,206800000.0,1,3,4.62663839124809,-74.215768176768037,Daniel Alvarez Salazar
94.0,206800000.0,1,1,4.6571120277401938,-74.154461895265115,Valentina Castillo Martinez
94.0,206800000.0,1,1,4.6974752732014124,-74.144776397675173,Carlos Valencia Herrera
188.0,413600000.0,1,4,4.712798723456638,-74.152273182694188,Diego Quintero Ramirez
188.0,413600000.0,1,2,4.6597344049786154,-74.121636957345473,Mateo Valencia Guerrero
84.0,109200000.0,1,2,4.6451484369798219,-74.20560078956197,Samuel Torres Henao
91.0,109200000.0,1,3,4.6835654584070623,-74.152000476251061,Carlos Castro Ramirez
91.0,109200000.0,1,2,4.6648566908453084,-74.144167726392368,Nicole Lopez Ramirez
84.0,109200000.0,1,3,4.6759095412880809,-74.202344159659958,Diego Gomez Osorio
84.0,109200000.0,1,2,4.6693930345274408,-74.1904610960842,Juan Perez Jaramillo
91.0,109200000.0,1,2,4.6549113330862548,-74.143123304272223,Valentina Martinez Restrepo
84.0,109200000.0,1,3,3.4032445139132648,-76.539617239841391,Andres Restrepo Restrepo
84.0,109200000.0,1,1,4.6462839043869417,-74.18638731467928,Daniel Gomez Herrera
91.0,109200000.0,1,1,4.6450494877144095,-74.175917029580063,Marcela Martinez Acosta
84.0,109200000.0,1,3,4.6648088356691968,-74.200848045357233,Nicole Torres Quintero
84.0,109200000.0,1,3,3.4082898095456868,-76.563669382349644,Laura Arboleda Botero
91.0,109200000.0,1,2,4.64180891322496,-74.168248634315333,Samuel Prieto Botero
91.0,109200000.0,1,1,4.67405022270318,-74.131367213421427,Nicole Patino Garcia
84.0,109200000.0,1,4,3.4050956442796645,-76.543839021358423,Lucas Prieto Garcia
84.0,109200000.0,1,4,3.4001937636793564,-76.546729030419669,Samuel Martinez Lopez
168.0,218400000.0,1,4,3.4077878512782478,-76.553445312670519,Nicole Arrieta Villa
168.0,218400000.0,1,4,3.3986192598045233,-76.560153874608446,Ana Uribe Osorio
168.0,218400000.0,1,2,4.6422726668736667,-74.202536947328483,Santiago Prieto Lopez
182.0,218400000.0,1,4,4.6871609563276726,-74.172411650020081,Mateo Gomez Botero
182.0,218400000.0,1,3,4.668002401452342,-74.156839649058725,Carlos Fernandez Guerrero
168.0,218400000.0,1,3,3.3933486145071248,-76.55791839878016,Marcela Castillo Ramirez
156.0,218400000.0,1,1,3.4100105565060286,-76.53854654542107,Santiago Rodriguez Herrera
156.0,218400000.0,1,4,3.4174671939828833,-76.535935015668372,Laura Jimenez Villa
182.0,218400000.0,1,3,4.6909900119456092,-74.185762037545445,Sara Valencia Herrera
182.0,218400000.0,1,4,4.6407988447245065,-74.14239647407183,Sara Prieto Jaramillo
182.0,218400000.0,1,4,4.6308962052312674,-74.194192932079972,Juan Uribe Montoya
156.0,218400000.0,1,1,3.4020480516520024,-76.538675809215931,Sara Patino Acosta
156.0,436800000.0,1,4,4.6588172488329205,-74.065329664930559,Marcela Castro Salazar
156.0,436800000.0,1,2,4.6579362760572387,-74.066379876928366,Maria Diaz Montoya
156.0,436800000.0,1,1,4.6537561261966705,-74.0668029085251,Ana Martinez Botero
115.0,230000000.0,1,4,3.4253927080288711,-76.57019768585991,Carlos Ortiz Acosta
115.0,230000000.0,1,1,4.6868927295754546,-74.146337533230266,Maria Jimenez Herrera
115.0,230000000.0,1,1,3.440795440285553,-76.571395400886985,Juliana Cardenas Mendoza
115.0,230000000.0,1,1,6.3341718442201049,-75.596667136182674,Samuel Castro Montoya
92.0,230000000.0,1,1,4.5863472246495931,-74.108041757941521,Sara Patino Martinez
115.0,230000000.0,1,4,4.7258783901721051,-74.115309691523237,David Quintero Restrepo
115.0,230000000.0,1,4,3.42988361660093,-76.5759013732259,Lucas Fernandez Ramirez
115.0,230000000.0,1,2,4.7034020370182947,-74.1112330815929,Nicolás Jimenez Botero
115.0,230000000.0,1,4,3.4242762612540556,-76.586104879154362,Ana Patino Guerrero
92.0,230000000.0,1,1,6.1749964258403036,-75.640121060789909,Maria Diaz Lopez
115.0,230000000.0,1,3,3.4451336853375807,-76.567629742287863,Carlos Quintero Jaramillo
92.0,230000000.0,1,3,6.1707280881796889,-75.65899281091626,Sofia Alvarez Jaramillo
92.0,230000000.0,1,3,6.19286552601965,-75.64730422204471,Laura Patino Gonzalez
115.0,230000000.0,1,3,4.5443333887531887,-74.088410703016976,Mateo Diaz Herrera
115.0,230000000.0,1,3,4.7283142521915993,-74.114752162659727,Ana Castillo Osorio
184.0,460000000.0,1,2,6.1761535173470223,-75.648405899705253,Andres Perez Ramirez
184.0,460000000.0,1,3,6.1759283377050833,-75.654994509156609,Lucas Hernandez Herrera
115.0,460000000.0,1,1,6.1990816458228357,-75.598291349006388,Mateo Ortiz Montoya
184.0,460000000.0,1,3,4.6160792697187176,-74.089261781340369,Andres Cardenas Gonzalez
87.0,139200000.0,1,1,3.4382250837525663,-76.515564361419308,Samuel Rodriguez Osorio
116.0,139200000.0,1,1,4.67776254201614,-74.13382778011416,Daniel Moreno Montoya
116.0,139200000.0,1,2,4.6451201387712588,-74.174473332450589,Carolina Castro Herrera
87.0,139200000.0,1,2,3.4332685337005846,-76.507545685939391,Nicolás Torres Guerrero
87.0,139200000.0,1,2,3.4406621500214074,-76.5174395913576,Mateo Restrepo Martinez
87.0,139200000.0,1,2,3.4387228817040341,-76.509699824388619,Isabella Alvarez Ramirez
116.0,139200000.0,1,4,4.6291244379942285,-74.185003669876693,Sara Ortiz Herrera
87.0,139200000.0,1,1,3.4391757915875631,-76.505879457076915,Samuel Valencia Montoya
116.0,139200000.0,1,1,4.6760205743072172,-74.162579382897562,Sebastian Diaz Restrepo
87.0,139200000.0,1,4,3.44486177456429,-76.499264707180316,Maria Moreno Villa
116.0,139200000.0,1,3,4.6942870982416078,-74.182595117660753,Antonia Gomez Quintero
174.0,278400000.0,1,1,3.4394532603534591,-76.502764292063489,Santiago Hernandez Ramirez
151.0,241600000.0,1,4,3.4476403270531781,-76.500508531695075,Sara Torres Cifuentes
151.0,241600000.0,1,4,3.4338308487389444,-76.518661258704341,Isabella Gomez Montoya
116.0,150800000.0,1,1,4.668066915579991,-74.189721527676539,Sara Arrieta Herrera
116.0,150800000.0,1,1,3.4056226455449976,-76.55083273476852,Sara Arrieta Henao
116.0,150800000.0,1,4,3.39541225114958,-76.5474461034389,Valentina Castro Montoya
116.0,150800000.0,1,4,3.4043917690151946,-76.538416479797675,David Fernandez Mendoza
116.0,150800000.0,1,3,4.6470249059141366,-74.186144418500419,Sara Fernandez Montoya
116.0,150800000.0,1,4,3.4116065303303662,-76.5395872217048,Carolina Cardenas Villa
116.0,150800000.0,1,3,4.6581819558666311,-74.208882925723728,Santiago Hernandez Villa
116.0,150800000.0,1,2,4.6635476736046737,-74.203360979219866,Samuel Diaz Herrera
116.0,150800000.0,1,3,3.4003025718814412,-76.562928092333664,Santiago Ortiz Mendoza
116.0,162400000.0,1,4,3.4172946777322628,-76.539015229712319,Sebastian Lopez Herrera
116.0,162400000.0,1,4,3.4103706367981075,-76.534718177611737,Santiago Torres Henao
116.0,162400000.0,1,3,3.4197739500535813,-76.534915197823565,Antonia Restrepo Mendoza
116.0,162400000.0,1,4,3.4156543324415796,-76.526137892677625,Carolina Moreno Guerrero
116.0,162400000.0,1,3,3.400191839317698,-76.5386465805499,Nicole Valencia Guerrero
116.0,162400000.0,1,2,3.4200795250456535,-76.526594740161926,Carolina Patino Herrera
116.0,324800000.0,1,4,4.6765679475456228,-74.062371554983855,Juan Perez Henao
116.0,324800000.0,1,4,4.6548463272549743,-74.0664132946589,Andres Lopez Lopez
116.0,324800000.0,1,4,4.6537721535098067,-74.067933988825075,Santiago Martinez Jaramillo
145.0,174000000.0,1,1,4.6357176887796729,-74.15498119031362,Laura Martinez Jaramillo
145.0,174000000.0,1,3,4.6817396772199595,-74.177752180063067,Juliana Rodriguez Salazar
116.0,174000000.0,1,4,4.5535171009569373,-74.13115424676991,Antonia Castillo Botero
116.0,174000000.0,1,2,3.4441432189669903,-76.556737576691546,Diego Cardenas Acosta
116.0,174000000.0,1,1,4.5223647857212637,-74.187171417262064,Juan Arboleda Herrera
116.0,174000000.0,1,4,4.5435190755108126,-74.1770498961163,Andres Fernandez Salazar
87.0,174000000.0,1,1,4.690652201807648,-74.1611870432698,Carolina Fernandez Botero
87.0,174000000.0,1,2,4.5801200534852908,-74.118742040378407,Daniel Rodriguez Garcia
116.0,174000000.0,1,3,3.4104462651975211,-76.605449393318153,Santiago Castillo Botero
145.0,174000000.0,1,3,4.6771077006552861,-74.1782395258728,Laura Uribe Botero
87.0,174000000.0,1,1,4.60259275525867,-74.089566446637079,Mateo Arboleda Villa
87.0,174000000.0,1,4,3.4371923401973969,-76.577700048322754,Daniel Moreno Herrera
87.0,174000000.0,1,2,6.3160236848814657,-75.64043048915903,Carolina Arrieta Ramirez
116.0,174000000.0,1,2,4.52388791323503,-74.134112304081228,Daniel Castro Alvarez
87.0,174000000.0,1,4,4.5399302776951735,-74.113572102819276,Sebastian Fernandez Salazar
145.0,174000000.0,1,3,4.6719618420330642,-74.1728899087138,Carlos Arboleda Acosta
87.0,174000000.0,1,1,4.7334220612084605,-74.147936825774778,Diego Quintero Alvarez
116.0,174000000.0,1,3,4.49320142274806,-74.125625447111887,Sara Castillo Alvarez
145.0,174000000.0,1,2,4.6783008944711169,-74.187572603503639,Valentina Quintero Ramirez
145.0,174000000.0,1,3,4.6708008203117144,-74.162880604328,Isabella Perez Ramirez
87.0,174000000.0,1,4,3.4375102182598694,-76.580014064755986,Valentina Prieto Montoya
116.0,174000000.0,1,1,4.5593657941794543,-74.191691188063231,Carlos Lopez Osorio
87.0,174000000.0,1,4,4.6885037973770061,-74.13814003951596,Diego Moreno Lopez
174.0,348000000.0,1,2,4.7342193572689757,-74.119228037811865,Mateo Hernandez Acosta
174.0,348000000.0,1,4,4.729107870646807,-74.115028472427511,Valentina Martinez Cano
174.0,348000000.0,1,1,6.3224744443022187,-75.6148812999055,Carlos Perez Restrepo
174.0,348000000.0,1,3,6.3623231070735473,-75.594368849774966,Laura Castillo Henao
174.0,348000000.0,1,3,3.4409307489336007,-76.573006760617716,Antonia Torres Munoz
116.0,348000000.0,1,2,4.8049143990492258,-74.08309638865552,Diego Hernandez Gonzalez
174.0,348000000.0,1,2,4.5971763948475495,-74.128007518036966,Antonia Arboleda Osorio
87.0,348000000.0,1,1,6.1968913152978917,-75.5856815697479,Andres Fernandez Jaramillo
174.0,348000000.0,1,1,6.3589927113961409,-75.603989025536251,Isabella Lopez Henao
174.0,348000000.0,1,2,3.4343563888397464,-76.5734457576166,Lucas Castillo Quintero
174.0,696000000.0,1,1,6.1924267118725425,-75.591074847916218,Isabella Castro Jaramillo
174.0,696000000.0,1,1,6.2027962551853291,-75.567030411471151,Ana Rodriguez Lopez
174.0,696000000.0,1,4,6.2099900829204886,-75.577691860271614,Isabella Arboleda Guerrero
174.0,696000000.0,1,2,6.2075576302494779,-75.590128567847,Nicole Perez Gonzalez
116.0,185600000.0,1,2,3.4426383924006387,-76.5104428998288,Maria Prieto Mendoza
116.0,185600000.0,1,2,3.4383076691581516,-76.500609203350024,Lucas Valencia Quintero
116.0,185600000.0,1,1,3.44445730552663,-76.5058241737582,Carlos Arboleda Osorio
116.0,185600000.0,1,2,3.4382982145719323,-76.5103813319183,Daniel Jimenez Salazar
116.0,185600000.0,1,3,3.4360121910339938,-76.5010590935226,Juan Uribe Botero
116.0,197200000.0,1,1,4.7536051784540394,-74.055910840188545,Camila Perez Herrera
116.0,197200000.0,1,2,4.7251719581262481,-74.112459855526879,Juan Castillo Quintero
116.0,197200000.0,1,4,4.8081594700372321,-74.123023023544619,Sara Restrepo Cifuentes
87.0,104400000.0,1,2,4.6313063377177333,-74.180728511705766,Carolina Cardenas Henao
87.0,104400000.0,1,4,4.6969928950511486,-74.152544215017755,Carolina Lopez Mendoza
87.0,104400000.0,1,2,4.6954147030549063,-74.168243930699234,Daniel Uribe Mendoza
87.0,104400000.0,1,1,4.6612537026329068,-74.149933601186078,Santiago Jimenez Restrepo
116.0,208800000.0,1,4,4.5619380983624263,-74.136415895404284,Carlos Alvarez Acosta
174.0,208800000.0,1,2,4.6716710155068695,-74.143591007820916,David Jimenez Botero
174.0,208800000.0,1,3,4.6271219625402367,-74.171062426410685,Marcela Uribe Montoya
174.0,208800000.0,1,3,4.6563619646029037,-74.158001188902375,Carlos Valencia Herrera
116.0,208800000.0,1,1,4.5881913851912,-74.130147104099166,Daniel Fernandez Cifuentes
116.0,208800000.0,1,1,3.4385503108940072,-76.559942775527475,David Perez Restrepo
174.0,208800000.0,1,1,4.65224348763994,-74.147234979754685,David Alvarez Guerrero
174.0,208800000.0,1,1,4.6619636569936223,-74.146485516209253,Diego Torres Henao
174.0,208800000.0,1,4,4.6431188571717223,-74.166240059008985,Carolina Arboleda Munoz
116.0,232000000.0,1,1,4.7480253013554,-74.114663775848413,Diego Alvarez Martinez
116.0,232000000.0,1,4,3.4463045531347558,-76.566209255190827,Lucas Ortiz Garcia
116.0,232000000.0,1,3,3.4430235080280838,-76.578193558841889,Valentina Alvarez Montoya
145.0,232000000.0,1,4,3.4401686909883891,-76.507438166011681,Camila Valencia Martinez
116.0,232000000.0,1,1,3.4371091454365761,-76.5645634055612,Carlos Alvarez Guerrero
116.0,232000000.0,1,4,4.6970888926197274,-74.149141153808884,Daniel Cardenas Herrera
116.0,232000000.0,1,4,4.7196428017624159,-74.141040059769082,Carolina Patino Martinez
116.0,232000000.0,1,4,3.4323462585949476,-76.570712778353425,Diego Castillo Acosta
116.0,232000000.0,1,4,4.6991579500501306,-74.151852465960474,David Arrieta Garcia
116.0,232000000.0,1,1,3.4387966308183482,-76.568605068335955,Carlos Jimenez Ramirez
116.0,232000000.0,1,3,6.3182466922534655,-75.639733110527615,Valentina Prieto Restrepo
116.0,232000000.0,1,3,3.4465299809108236,-76.581787463217879,Juan Restrepo Cifuentes
116.0,232000000.0,1,4,4.7223047583274536,-74.12068746215796,Nicolás Moreno Ramirez
116.0,232000000.0,1,2,4.5495141254678728,-74.139169270518892,Camila Restrepo Osorio
116.0,464000000.0,1,1,6.190906840506492,-75.59702890197002,Sebastian Hernandez Restrepo
116.0,464000000.0,1,3,6.1947375413801389,-75.599526834203459,Antonia Moreno Restrepo
87.0,121800000.0,1,3,3.408160328964144,-76.532267746120382,Carlos Martinez Cifuentes
87.0,121800000.0,1,3,3.4014841936894222,-76.543379084061172,Camila Uribe Herrera
87.0,121800000.0,1,4,3.4203393529790729,-76.538608502719441,Carolina Hernandez Restrepo
87.0,121800000.0,1,3,3.4088775010486589,-76.521650410357168,Carolina Martinez Montoya
87.0,121800000.0,1,3,3.4031165883026193,-76.539247395611923,Diego Perez Botero
87.0,121800000.0,1,4,3.4210652399826333,-76.51608787385419,Diego Hernandez Munoz
87.0,243600000.0,1,2,4.6668474946856362,-74.069744457777034,Andres Diaz Botero
174.0,243600000.0,1,1,3.4047789634716605,-76.542057000574374,Nicolás Velez Restrepo
174.0,243600000.0,1,1,3.3978567543332927,-76.521583077322589,Lucas Martinez Quintero
87.0,243600000.0,1,1,4.67564095195022,-74.063706705922115,Juan Torres Osorio
174.0,487200000.0,1,4,4.6717655127612936,-74.059107119858638,Carlos Uribe Acosta
174.0,487200000.0,1,4,4.6587260535889321,-74.0543475514405,Carolina Velez Jaramillo
174.0,487200000.0,1,2,4.6586486821735136,-74.057149651308279,David Hernandez Cifuentes
191.0,305600000.0,1,2,3.4307381503155168,-76.496367928575893,Juliana Quintero Herrera
191.0,305600000.0,1,1,3.4460901616034358,-76.512014268042179,Daniel Diaz Herrera
191.0,305600000.0,1,2,3.4307443620316556,-76.5051506278561,Sofia Perez Herrera
116.0,127600000.0,1,4,4.6399861263663933,-74.218068491006932,Diego Ortiz Jaramillo
116.0,127600000.0,1,1,4.6259313766956511,-74.220156750803739,Isabella Quintero Ramirez
116.0,127600000.0,1,4,4.6221793857687805,-74.224971197940008,Andres Castillo Botero
116.0,255200000.0,1,2,4.6730160880739628,-74.137523546408985,Juliana Lopez Jaramillo
116.0,255200000.0,1,4,4.6686275310490482,-74.135302732235587,David Quintero Montoya
116.0,255200000.0,1,3,4.6843277548680877,-74.125703670573373,David Diaz Salazar
137.0,164400000.0,1,2,4.6756156726654456,-74.142728845796839,Diego Restrepo Montoya
137.0,164400000.0,1,2,4.6702754194738505,-74.179133371858526,Camila Hernandez Jaramillo
80.0,88000000.0,1,1,4.6387284556148334,-74.216763289910148,Sara Quintero Guerrero
80.0,88000000.0,1,3,4.63403408968272,-74.213919807836149,Marcela Martinez Lopez
